zone_id,timestamp,hour,day_of_week,is_weekend,temp_c,demand_m3
Z1,2025-01-03 00:00:00,0,4,0,19.51,144.99
Z1,2025-01-03 01:00:00,1,4,0,19.15,141.66
Z1,2025-01-03 02:00:00,2,4,0,17.1,138.46
Z1,2025-01-03 03:00:00,3,4,0,18.79,139.67
Z1,2025-01-03 04:00:00,4,4,0,19.14,151.32
Z1,2025-01-03 05:00:00,5,4,0,22.29,160.98
Z1,2025-01-03 06:00:00,6,4,0,19.93,164.77
Z1,2025-01-03 07:00:00,7,4,0,16.74,164.93
Z1,2025-01-03 08:00:00,8,4,0,19.79,179.83
Z1,2025-01-03 09:00:00,9,4,0,19.48,158.37
Z1,2025-01-03 10:00:00,10,4,0,19.8,142.67
Z1,2025-01-03 11:00:00,11,4,0,21.64,152.43
Z1,2025-01-03 12:00:00,12,4,0,21.19,140.51
Z1,2025-01-03 13:00:00,13,4,0,22.18,138.65
Z1,2025-01-03 14:00:00,14,4,0,21.03,159.63
Z1,2025-01-03 15:00:00,15,4,0,18.74,142.47
Z1,2025-01-03 16:00:00,16,4,0,20.45,148.88
Z1,2025-01-03 17:00:00,17,4,0,18.05,154.89
Z1,2025-01-03 18:00:00,18,4,0,18.85,163.36
Z1,2025-01-03 19:00:00,19,4,0,19.14,172.27
Z1,2025-01-03 20:00:00,20,4,0,19.42,159.26
Z1,2025-01-03 21:00:00,21,4,0,21.88,151.7
Z1,2025-01-03 22:00:00,22,4,0,21.08,160.49
Z1,2025-01-03 23:00:00,23,4,0,18.4,146.56
Z1,2025-01-04 00:00:00,0,5,1,21.27,140.22
Z1,2025-01-04 01:00:00,1,5,1,19.09,125.07
Z1,2025-01-04 02:00:00,2,5,1,21.8,138.4
Z1,2025-01-04 03:00:00,3,5,1,21.46,139.77
Z1,2025-01-04 04:00:00,4,5,1,20.14,141.48
Z1,2025-01-04 05:00:00,5,5,1,21.66,144.89
Z1,2025-01-04 06:00:00,6,5,1,24.09,163.06
Z1,2025-01-04 07:00:00,7,5,1,19.57,162.43
Z1,2025-01-04 08:00:00,8,5,1,19.97,159.99
Z1,2025-01-04 09:00:00,9,5,1,23.23,146.14
Z1,2025-01-04 10:00:00,10,5,1,23.01,146.01
Z1,2025-01-04 11:00:00,11,5,1,22.86,150.76
Z1,2025-01-04 12:00:00,12,5,1,21.32,131.61
Z1,2025-01-04 13:00:00,13,5,1,20.42,130.06
Z1,2025-01-04 14:00:00,14,5,1,21.7,139.35
Z1,2025-01-04 15:00:00,15,5,1,22.3,145.1
Z1,2025-01-04 16:00:00,16,5,1,21.97,152.44
Z1,2025-01-04 17:00:00,17,5,1,21.61,165.08
Z1,2025-01-04 18:00:00,18,5,1,23.01,150.37
Z1,2025-01-04 19:00:00,19,5,1,20.53,157.53
Z1,2025-01-04 20:00:00,20,5,1,21.86,158.41
Z1,2025-01-04 21:00:00,21,5,1,22.96,149.94
Z1,2025-01-04 22:00:00,22,5,1,21.04,133.52
Z1,2025-01-04 23:00:00,23,5,1,21.7,144.56
Z1,2025-01-05 00:00:00,0,6,1,22.75,129.84
Z1,2025-01-05 01:00:00,1,6,1,22.75,139.69
Z1,2025-01-05 02:00:00,2,6,1,21.22,136.85
Z1,2025-01-05 03:00:00,3,6,1,22.69,132.3
Z1,2025-01-05 04:00:00,4,6,1,23.2,147.12
Z1,2025-01-05 05:00:00,5,6,1,24.34,158.71
Z1,2025-01-05 06:00:00,6,6,1,20.7,150.52
Z1,2025-01-05 07:00:00,7,6,1,23.6,166.4
Z1,2025-01-05 08:00:00,8,6,1,23.65,182.8
Z1,2025-01-05 09:00:00,9,6,1,23.79,158.54
Z1,2025-01-05 10:00:00,10,6,1,24.42,149.13
Z1,2025-01-05 11:00:00,11,6,1,22.57,143.58
Z1,2025-01-05 12:00:00,12,6,1,21.93,135.44
Z1,2025-01-05 13:00:00,13,6,1,22.41,137.83
Z1,2025-01-05 14:00:00,14,6,1,26.66,132.05
Z1,2025-01-05 15:00:00,15,6,1,24.27,132.83
Z1,2025-01-05 16:00:00,16,6,1,22.58,150.99
Z1,2025-01-05 17:00:00,17,6,1,23.44,144.48
Z1,2025-01-05 18:00:00,18,6,1,22.31,158.75
Z1,2025-01-05 19:00:00,19,6,1,22.34,158.1
Z1,2025-01-05 20:00:00,20,6,1,23.55,152.25
Z1,2025-01-05 21:00:00,21,6,1,26.74,158.72
Z1,2025-01-05 22:00:00,22,6,1,20.53,143.12
Z1,2025-01-05 23:00:00,23,6,1,22.62,145.64
Z1,2025-01-06 00:00:00,0,0,0,22.47,146.29
Z1,2025-01-06 01:00:00,1,0,0,24.46,154.63
Z1,2025-01-06 02:00:00,2,0,0,21.95,144.79
Z1,2025-01-06 03:00:00,3,0,0,23.08,145.7
Z1,2025-01-06 04:00:00,4,0,0,26.48,160.13
Z1,2025-01-06 05:00:00,5,0,0,21.98,165.06
Z1,2025-01-06 06:00:00,6,0,0,27.09,180.01
Z1,2025-01-06 07:00:00,7,0,0,21.67,168.1
Z1,2025-01-06 08:00:00,8,0,0,25.89,168.12
Z1,2025-01-06 09:00:00,9,0,0,24.69,167.46
Z1,2025-01-06 10:00:00,10,0,0,22.67,152.78
Z1,2025-01-06 11:00:00,11,0,0,19.24,138.89
Z1,2025-01-06 12:00:00,12,0,0,23.76,141.57
Z1,2025-01-06 13:00:00,13,0,0,26.62,143.81
Z1,2025-01-06 14:00:00,14,0,0,23.54,150.29
Z1,2025-01-06 15:00:00,15,0,0,26.4,146.45
Z1,2025-01-06 16:00:00,16,0,0,26.02,158.64
Z1,2025-01-06 17:00:00,17,0,0,22.83,162.99
Z1,2025-01-06 18:00:00,18,0,0,24.63,163.86
Z1,2025-01-06 19:00:00,19,0,0,24.47,167.05
Z1,2025-01-06 20:00:00,20,0,0,24.57,171.35
Z1,2025-01-06 21:00:00,21,0,0,26.81,157.56
Z1,2025-01-06 22:00:00,22,0,0,27.65,148.83
Z1,2025-01-06 23:00:00,23,0,0,24.26,156.02
Z1,2025-01-07 00:00:00,0,1,0,24.93,146.19
Z1,2025-01-07 01:00:00,1,1,0,24.22,146.19
Z1,2025-01-07 02:00:00,2,1,0,23.68,153.97
Z1,2025-01-07 03:00:00,3,1,0,25.12,147.92
Z1,2025-01-07 04:00:00,4,1,0,25.96,158.92
Z1,2025-01-07 05:00:00,5,1,0,25.86,167.99
Z1,2025-01-07 06:00:00,6,1,0,23.42,166.04
Z1,2025-01-07 07:00:00,7,1,0,25.8,179.63
Z1,2025-01-07 08:00:00,8,1,0,24.67,171.61
Z1,2025-01-07 09:00:00,9,1,0,26.64,161.6
Z1,2025-01-07 10:00:00,10,1,0,25.56,155.39
Z1,2025-01-07 11:00:00,11,1,0,24.44,157.87
Z1,2025-01-07 12:00:00,12,1,0,26.02,156.65
Z1,2025-01-07 13:00:00,13,1,0,26.76,152.68
Z1,2025-01-07 14:00:00,14,1,0,25.84,150.4
Z1,2025-01-07 15:00:00,15,1,0,25.32,152.98
Z1,2025-01-07 16:00:00,16,1,0,24.99,160.92
Z1,2025-01-07 17:00:00,17,1,0,23.64,173.74
Z1,2025-01-07 18:00:00,18,1,0,23.37,158.65
Z1,2025-01-07 19:00:00,19,1,0,26.63,176.7
Z1,2025-01-07 20:00:00,20,1,0,25.84,172.67
Z1,2025-01-07 21:00:00,21,1,0,24.9,157.32
Z1,2025-01-07 22:00:00,22,1,0,25.04,153.34
Z1,2025-01-07 23:00:00,23,1,0,26.4,154.18
Z1,2025-01-08 00:00:00,0,2,0,23.71,146.53
Z1,2025-01-08 01:00:00,1,2,0,25.57,147.38
Z1,2025-01-08 02:00:00,2,2,0,23.73,150.39
Z1,2025-01-08 03:00:00,3,2,0,25.34,149.29
Z1,2025-01-08 04:00:00,4,2,0,24.27,156.44
Z1,2025-01-08 05:00:00,5,2,0,22.81,152.11
Z1,2025-01-08 06:00:00,6,2,0,23.91,168.71
Z1,2025-01-08 07:00:00,7,2,0,25.46,184.4
Z1,2025-01-08 08:00:00,8,2,0,26.28,171.88
Z1,2025-01-08 09:00:00,9,2,0,24.97,157.13
Z1,2025-01-08 10:00:00,10,2,0,24.97,154.16
Z1,2025-01-08 11:00:00,11,2,0,25.48,147.57
Z1,2025-01-08 12:00:00,12,2,0,25.78,160.68
Z1,2025-01-08 13:00:00,13,2,0,24.84,152.66
Z1,2025-01-08 14:00:00,14,2,0,26.03,150.09
Z1,2025-01-08 15:00:00,15,2,0,25.33,153.86
Z1,2025-01-08 16:00:00,16,2,0,25.14,152.89
Z1,2025-01-08 17:00:00,17,2,0,25.03,165.84
Z1,2025-01-08 18:00:00,18,2,0,27.16,176.25
Z1,2025-01-08 19:00:00,19,2,0,28.21,169.25
Z1,2025-01-08 20:00:00,20,2,0,26.28,170.54
Z1,2025-01-08 21:00:00,21,2,0,28.25,161.88
Z1,2025-01-08 22:00:00,22,2,0,23.7,152.2
Z1,2025-01-08 23:00:00,23,2,0,21.77,146.35
Z1,2025-01-09 00:00:00,0,3,0,23.81,149.48
Z1,2025-01-09 01:00:00,1,3,0,25.45,161.87
Z1,2025-01-09 02:00:00,2,3,0,26.35,148.62
Z1,2025-01-09 03:00:00,3,3,0,23.57,153.16
Z1,2025-01-09 04:00:00,4,3,0,22.92,164.42
Z1,2025-01-09 05:00:00,5,3,0,26.66,162.36
Z1,2025-01-09 06:00:00,6,3,0,22.31,176.2
Z1,2025-01-09 07:00:00,7,3,0,24.69,182.06
Z1,2025-01-09 08:00:00,8,3,0,22.46,164.66
Z1,2025-01-09 09:00:00,9,3,0,24.84,163.27
Z1,2025-01-09 10:00:00,10,3,0,24.14,158.63
Z1,2025-01-09 11:00:00,11,3,0,23.2,148.93
Z1,2025-01-09 12:00:00,12,3,0,24.96,153.59
Z1,2025-01-09 13:00:00,13,3,0,25.83,144.69
Z1,2025-01-09 14:00:00,14,3,0,22.44,155.85
Z1,2025-01-09 15:00:00,15,3,0,25.22,149.16
Z1,2025-01-09 16:00:00,16,3,0,27.03,160.49
Z1,2025-01-09 17:00:00,17,3,0,26.45,164.97
Z1,2025-01-09 18:00:00,18,3,0,27.75,181.73
Z1,2025-01-09 19:00:00,19,3,0,24.26,174.94
Z1,2025-01-09 20:00:00,20,3,0,25.58,176.81
Z1,2025-01-09 21:00:00,21,3,0,23.14,164.71
Z1,2025-01-09 22:00:00,22,3,0,26.15,148.19
Z1,2025-01-09 23:00:00,23,3,0,22.76,138.46
Z1,2025-01-10 00:00:00,0,4,0,24.11,153.24
Z1,2025-01-10 01:00:00,1,4,0,26.74,152.61
Z1,2025-01-10 02:00:00,2,4,0,26.9,144.46
Z1,2025-01-10 03:00:00,3,4,0,21.87,147.84
Z1,2025-01-10 04:00:00,4,4,0,24.97,155.69
Z1,2025-01-10 05:00:00,5,4,0,21.27,158.17
Z1,2025-01-10 06:00:00,6,4,0,22.38,172.18
Z1,2025-01-10 07:00:00,7,4,0,24.85,169.19
Z1,2025-01-10 08:00:00,8,4,0,23.5,163.15
Z1,2025-01-10 09:00:00,9,4,0,24.14,167.89
Z1,2025-01-10 10:00:00,10,4,0,22.73,156.22
Z1,2025-01-10 11:00:00,11,4,0,23.38,145.24
Z1,2025-01-10 12:00:00,12,4,0,23.97,143.1
Z1,2025-01-10 13:00:00,13,4,0,23.27,141.18
Z1,2025-01-10 14:00:00,14,4,0,27.01,153.88
Z1,2025-01-10 15:00:00,15,4,0,22.98,152.24
Z1,2025-01-10 16:00:00,16,4,0,23.82,154.62
Z1,2025-01-10 17:00:00,17,4,0,24.87,167.21
Z1,2025-01-10 18:00:00,18,4,0,23.11,162.18
Z1,2025-01-10 19:00:00,19,4,0,23.46,154.34
Z1,2025-01-10 20:00:00,20,4,0,21.56,171.97
Z1,2025-01-10 21:00:00,21,4,0,26.26,162.84
Z1,2025-01-10 22:00:00,22,4,0,24.61,158.76
Z1,2025-01-10 23:00:00,23,4,0,28.32,164.08
Z1,2025-01-11 00:00:00,0,5,1,23.47,132.44
Z1,2025-01-11 01:00:00,1,5,1,21.21,136.75
Z1,2025-01-11 02:00:00,2,5,1,22.44,128.85
Z1,2025-01-11 03:00:00,3,5,1,22.56,132.51
Z1,2025-01-11 04:00:00,4,5,1,26.01,152.43
Z1,2025-01-11 05:00:00,5,5,1,23.42,160.17
Z1,2025-01-11 06:00:00,6,5,1,23.5,154.34
Z1,2025-01-11 07:00:00,7,5,1,25.62,168.98
Z1,2025-01-11 08:00:00,8,5,1,21.73,156.24
Z1,2025-01-11 09:00:00,9,5,1,21.93,141.2
Z1,2025-01-11 10:00:00,10,5,1,24.58,156.88
Z1,2025-01-11 11:00:00,11,5,1,21.04,140.58
Z1,2025-01-11 12:00:00,12,5,1,22.11,134.16
Z1,2025-01-11 13:00:00,13,5,1,22.15,131.84
Z1,2025-01-11 14:00:00,14,5,1,23.06,133.94
Z1,2025-01-11 15:00:00,15,5,1,23.34,141.09
Z1,2025-01-11 16:00:00,16,5,1,22.52,138.94
Z1,2025-01-11 17:00:00,17,5,1,21.96,153.71
Z1,2025-01-11 18:00:00,18,5,1,23.52,150.26
Z1,2025-01-11 19:00:00,19,5,1,22.87,161.95
Z1,2025-01-11 20:00:00,20,5,1,20.16,155.34
Z1,2025-01-11 21:00:00,21,5,1,21.61,152.18
Z1,2025-01-11 22:00:00,22,5,1,21.4,132.21
Z1,2025-01-11 23:00:00,23,5,1,20.05,137.73
Z1,2025-01-12 00:00:00,0,6,1,22.82,131.97
Z1,2025-01-12 01:00:00,1,6,1,23.33,128.11
Z1,2025-01-12 02:00:00,2,6,1,22.21,129.85
Z1,2025-01-12 03:00:00,3,6,1,21.28,137.75
Z1,2025-01-12 04:00:00,4,6,1,20.9,138.7
Z1,2025-01-12 05:00:00,5,6,1,23.64,148.09
Z1,2025-01-12 06:00:00,6,6,1,23.32,152.51
Z1,2025-01-12 07:00:00,7,6,1,22.8,171.01
Z1,2025-01-12 08:00:00,8,6,1,18.24,148.41
Z1,2025-01-12 09:00:00,9,6,1,22.75,149.26
Z1,2025-01-12 10:00:00,10,6,1,22.38,139.15
Z1,2025-01-12 11:00:00,11,6,1,21.89,137.28
Z1,2025-01-12 12:00:00,12,6,1,23.44,140.2
Z1,2025-01-12 13:00:00,13,6,1,22.13,134.53
Z1,2025-01-12 14:00:00,14,6,1,20.83,133.65
Z1,2025-01-12 15:00:00,15,6,1,22.09,137.36
Z1,2025-01-12 16:00:00,16,6,1,21.86,156.05
Z1,2025-01-12 17:00:00,17,6,1,22.67,148.07
Z1,2025-01-12 18:00:00,18,6,1,23.1,153.16
Z1,2025-01-12 19:00:00,19,6,1,18.17,145.75
Z1,2025-01-12 20:00:00,20,6,1,18.35,147.81
Z1,2025-01-12 21:00:00,21,6,1,21.12,158.22
Z1,2025-01-12 22:00:00,22,6,1,21.51,141.85
Z1,2025-01-12 23:00:00,23,6,1,22.19,126.74
Z1,2025-01-13 00:00:00,0,0,0,21.23,150.11
Z1,2025-01-13 01:00:00,1,0,0,18.59,149.25
Z1,2025-01-13 02:00:00,2,0,0,21.24,143.46
Z1,2025-01-13 03:00:00,3,0,0,21.61,161.49
Z1,2025-01-13 04:00:00,4,0,0,20.86,152.45
Z1,2025-01-13 05:00:00,5,0,0,19.83,151.88
Z1,2025-01-13 06:00:00,6,0,0,21.69,162.2
Z1,2025-01-13 07:00:00,7,0,0,20.48,166.71
Z1,2025-01-13 08:00:00,8,0,0,21.02,168.53
Z1,2025-01-13 09:00:00,9,0,0,21.78,156.26
Z1,2025-01-13 10:00:00,10,0,0,19.75,143.75
Z1,2025-01-13 11:00:00,11,0,0,19.41,147.5
Z1,2025-01-13 12:00:00,12,0,0,21.14,140.37
Z1,2025-01-13 13:00:00,13,0,0,21.23,154.05
Z1,2025-01-13 14:00:00,14,0,0,20.47,157.08
Z1,2025-01-13 15:00:00,15,0,0,18.61,138.25
Z1,2025-01-13 16:00:00,16,0,0,17.03,156.77
Z1,2025-01-13 17:00:00,17,0,0,20.6,157.21
Z1,2025-01-13 18:00:00,18,0,0,19.96,155.1
Z1,2025-01-13 19:00:00,19,0,0,23.13,168.53
Z1,2025-01-13 20:00:00,20,0,0,19.55,165.71
Z1,2025-01-13 21:00:00,21,0,0,20.03,158.2
Z1,2025-01-13 22:00:00,22,0,0,18.04,151.83
Z1,2025-01-13 23:00:00,23,0,0,21.97,157.82
Z1,2025-01-14 00:00:00,0,1,0,21.46,142.69
Z1,2025-01-14 01:00:00,1,1,0,17.5,140.33
Z1,2025-01-14 02:00:00,2,1,0,18.99,149.81
Z1,2025-01-14 03:00:00,3,1,0,16.29,150.66
Z1,2025-01-14 04:00:00,4,1,0,18.51,145.57
Z1,2025-01-14 05:00:00,5,1,0,17.15,143.83
Z1,2025-01-14 06:00:00,6,1,0,19.82,165.53
Z1,2025-01-14 07:00:00,7,1,0,16.57,157.11
Z1,2025-01-14 08:00:00,8,1,0,17.92,172.82
Z1,2025-01-14 09:00:00,9,1,0,17.95,145.7
Z1,2025-01-14 10:00:00,10,1,0,17.89,145.75
Z1,2025-01-14 11:00:00,11,1,0,14.13,138.58
Z1,2025-01-14 12:00:00,12,1,0,17.74,146.01
Z1,2025-01-14 13:00:00,13,1,0,20.78,152.14
Z1,2025-01-14 14:00:00,14,1,0,17.52,135.64
Z1,2025-01-14 15:00:00,15,1,0,21.7,149.78
Z1,2025-01-14 16:00:00,16,1,0,17.78,148.55
Z1,2025-01-14 17:00:00,17,1,0,17.97,153.52
Z1,2025-01-14 18:00:00,18,1,0,16.73,154.69
Z1,2025-01-14 19:00:00,19,1,0,17.45,157.69
Z1,2025-01-14 20:00:00,20,1,0,16.35,158.16
Z1,2025-01-14 21:00:00,21,1,0,16.95,162.19
Z1,2025-01-14 22:00:00,22,1,0,13.27,149.83
Z1,2025-01-14 23:00:00,23,1,0,19.03,133.78
Z1,2025-01-15 00:00:00,0,2,0,16.57,137.66
Z1,2025-01-15 01:00:00,1,2,0,14.88,133.27
Z1,2025-01-15 02:00:00,2,2,0,15.24,149.26
Z1,2025-01-15 03:00:00,3,2,0,18.23,151.43
Z1,2025-01-15 04:00:00,4,2,0,17.82,140.53
Z1,2025-01-15 05:00:00,5,2,0,15.86,155.15
Z1,2025-01-15 06:00:00,6,2,0,14.73,163.26
Z1,2025-01-15 07:00:00,7,2,0,16.12,162.09
Z1,2025-01-15 08:00:00,8,2,0,17.46,164.92
Z1,2025-01-15 09:00:00,9,2,0,15.76,159.06
Z1,2025-01-15 10:00:00,10,2,0,14.6,147.14
Z1,2025-01-15 11:00:00,11,2,0,17.02,140.52
Z1,2025-01-15 12:00:00,12,2,0,16.53,132.88
Z1,2025-01-15 13:00:00,13,2,0,17.34,140.15
Z1,2025-01-15 14:00:00,14,2,0,15.09,145.65
Z1,2025-01-15 15:00:00,15,2,0,14.73,132.6
Z1,2025-01-15 16:00:00,16,2,0,13.36,147.03
Z1,2025-01-15 17:00:00,17,2,0,13.69,159.78
Z1,2025-01-15 18:00:00,18,2,0,12.4,162.96
Z1,2025-01-15 19:00:00,19,2,0,15.75,158.32
Z1,2025-01-15 20:00:00,20,2,0,14.53,157.73
Z1,2025-01-15 21:00:00,21,2,0,15.21,157.69
Z1,2025-01-15 22:00:00,22,2,0,15.35,146.67
Z1,2025-01-15 23:00:00,23,2,0,14.54,140.49
Z1,2025-01-16 00:00:00,0,3,0,15.46,128.3
Z1,2025-01-16 01:00:00,1,3,0,12.89,140.01
Z1,2025-01-16 02:00:00,2,3,0,15.08,137.45
Z1,2025-01-16 03:00:00,3,3,0,14.77,141.74
Z1,2025-01-16 04:00:00,4,3,0,13.84,137.86
Z1,2025-01-16 05:00:00,5,3,0,14.86,145.14
Z1,2025-01-16 06:00:00,6,3,0,15.09,149.19
Z1,2025-01-16 07:00:00,7,3,0,15.93,166.96
Z1,2025-01-16 08:00:00,8,3,0,14.69,164.82
Z1,2025-01-16 09:00:00,9,3,0,16.71,159.33
Z1,2025-01-16 10:00:00,10,3,0,11.37,131.89
Z1,2025-01-16 11:00:00,11,3,0,13.1,137.83
Z1,2025-01-16 12:00:00,12,3,0,14.73,133.87
Z1,2025-01-16 13:00:00,13,3,0,14.15,132.89
Z1,2025-01-16 14:00:00,14,3,0,12.86,128.25
Z1,2025-01-16 15:00:00,15,3,0,12.31,130.04
Z1,2025-01-16 16:00:00,16,3,0,12.14,148.25
Z1,2025-01-16 17:00:00,17,3,0,12.1,163.14
Z1,2025-01-16 18:00:00,18,3,0,14.18,156.02
Z1,2025-01-16 19:00:00,19,3,0,12.06,158.68
Z1,2025-01-16 20:00:00,20,3,0,12.4,153.51
Z1,2025-01-16 21:00:00,21,3,0,17.02,152.67
Z1,2025-01-16 22:00:00,22,3,0,14.82,140.92
Z1,2025-01-16 23:00:00,23,3,0,12.95,149.55
Z1,2025-01-17 00:00:00,0,4,0,11.98,145.26
Z1,2025-01-17 01:00:00,1,4,0,13.9,133.38
Z1,2025-01-17 02:00:00,2,4,0,13.7,142.73
Z1,2025-01-17 03:00:00,3,4,0,13.6,128.83
Z1,2025-01-17 04:00:00,4,4,0,11.49,138.23
Z1,2025-01-17 05:00:00,5,4,0,12.38,151.77
Z1,2025-01-17 06:00:00,6,4,0,12.68,148.51
Z1,2025-01-17 07:00:00,7,4,0,12.9,164.14
Z1,2025-01-17 08:00:00,8,4,0,13.08,163.49
Z1,2025-01-17 09:00:00,9,4,0,13.41,152.03
Z1,2025-01-17 10:00:00,10,4,0,11.97,130.33
Z1,2025-01-17 11:00:00,11,4,0,12.64,138.36
Z1,2025-01-17 12:00:00,12,4,0,12.32,127.66
Z1,2025-01-17 13:00:00,13,4,0,10.21,139.01
Z1,2025-01-17 14:00:00,14,4,0,11.68,139.36
Z1,2025-01-17 15:00:00,15,4,0,11.7,137.6
Z1,2025-01-17 16:00:00,16,4,0,12.99,139.85
Z1,2025-01-17 17:00:00,17,4,0,11.64,144.02
Z1,2025-01-17 18:00:00,18,4,0,10.76,148.96
Z1,2025-01-17 19:00:00,19,4,0,11.67,151.13
Z1,2025-01-17 20:00:00,20,4,0,13.14,148.29
Z1,2025-01-17 21:00:00,21,4,0,10.89,143.26
Z1,2025-01-17 22:00:00,22,4,0,13.26,144.45
Z1,2025-01-17 23:00:00,23,4,0,12.56,129.54
Z1,2025-01-18 00:00:00,0,5,1,11.33,128.95
Z1,2025-01-18 01:00:00,1,5,1,10.98,129.64
Z1,2025-01-18 02:00:00,2,5,1,10.0,130.91
Z1,2025-01-18 03:00:00,3,5,1,14.14,126.73
Z1,2025-01-18 04:00:00,4,5,1,9.95,136.58
Z1,2025-01-18 05:00:00,5,5,1,12.91,135.53
Z1,2025-01-18 06:00:00,6,5,1,9.83,141.41
Z1,2025-01-18 07:00:00,7,5,1,8.37,139.53
Z1,2025-01-18 08:00:00,8,5,1,8.8,137.26
Z1,2025-01-18 09:00:00,9,5,1,10.18,136.8
Z1,2025-01-18 10:00:00,10,5,1,12.48,124.91
Z1,2025-01-18 11:00:00,11,5,1,11.55,124.53
Z1,2025-01-18 12:00:00,12,5,1,9.93,126.5
Z1,2025-01-18 13:00:00,13,5,1,8.24,122.63
Z1,2025-01-18 14:00:00,14,5,1,10.1,126.33
Z1,2025-01-18 15:00:00,15,5,1,10.21,140.36
Z1,2025-01-18 16:00:00,16,5,1,8.74,124.66
Z1,2025-01-18 17:00:00,17,5,1,8.69,129.92
Z1,2025-01-18 18:00:00,18,5,1,8.6,145.35
Z1,2025-01-18 19:00:00,19,5,1,11.61,140.51
Z1,2025-01-18 20:00:00,20,5,1,8.16,140.52
Z1,2025-01-18 21:00:00,21,5,1,8.51,136.83
Z1,2025-01-18 22:00:00,22,5,1,9.57,119.75
Z1,2025-01-18 23:00:00,23,5,1,11.51,137.97
Z1,2025-01-19 00:00:00,0,6,1,8.2,117.53
Z1,2025-01-19 01:00:00,1,6,1,9.48,123.46
Z1,2025-01-19 02:00:00,2,6,1,9.97,134.48
Z1,2025-01-19 03:00:00,3,6,1,8.65,117.52
Z1,2025-01-19 04:00:00,4,6,1,6.77,119.67
Z1,2025-01-19 05:00:00,5,6,1,8.73,144.42
Z1,2025-01-19 06:00:00,6,6,1,7.93,142.16
Z1,2025-01-19 07:00:00,7,6,1,8.61,152.47
Z1,2025-01-19 08:00:00,8,6,1,12.36,142.95
Z1,2025-01-19 09:00:00,9,6,1,7.77,138.77
Z1,2025-01-19 10:00:00,10,6,1,9.46,138.36
Z1,2025-01-19 11:00:00,11,6,1,9.25,120.89
Z1,2025-01-19 12:00:00,12,6,1,9.19,128.23
Z1,2025-01-19 13:00:00,13,6,1,9.47,124.86
Z1,2025-01-19 14:00:00,14,6,1,9.78,130.01
Z1,2025-01-19 15:00:00,15,6,1,10.19,129.5
Z1,2025-01-19 16:00:00,16,6,1,7.8,127.6
